"2034Y",2.413,1.199,4.367,3.546,1.170,1.176,2.413,1.199,4.367,1.172,3.085,2.112,6.586,5.309,2.649,2.453,3.085,2.112,6.586,2.764,3.013,0.001,2.864,2.432,-1.513,-0.983,3.013,0.001,2.864,-1.801,20.000,0.000,20.000,20.000,0.000,0.000,20.000,0.000,20.000,0.000,-7.143,-7.143,-7.143,-7.143,-7.143,-7.143,-7.143,-7.143,-7.143,-7.143,0.000,50.000,0.000,0.000,50.000,50.000,0.000,50.000,0.000,50.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,-0.165,3.000,-0.492,-0.443,3.370,3.134,-0.165,3.000,-0.492,3.474,-0.186,-0.544,-0.703,-0.500,-0.577,-0.487,-0.186,-0.544,-0.703,-0.596,-0.672,0.760,-1.828,-1.718,-0.372,-0.348,-0.672,0.760,-1.828,-0.535,0.000,0.000,0.249,0.149,0.000,0.000,0.000,0.000,0.249,0.000,0.000,0.000,0.000,0.000,0.192,0.115,0.000,0.000,0.000,0.220,2.502,2.009,5.747,4.447,2.222,2.078,2.502,2.009,5.747,2.285,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.072,0.024,0.105,0.088,0.017,0.019,0.072,0.024,0.105,0.016
"2035Y",2.584,1.567,5.063,4.037,1.625,1.592,2.584,1.567,5.063,1.649,3.314,2.489,7.401,5.918,3.150,2.905,3.314,2.489,7.401,3.293,3.203,0.701,3.927,3.094,-0.737,-0.256,3.203,0.701,3.927,-0.999,20.000,0.000,20.000,20.000,0.000,0.000,20.000,0.000,20.000,0.000,-7.143,-7.143,-7.143,-7.143,-7.143,-7.143,-7.143,-7.143,-7.143,-7.143,0.000,50.000,0.000,0.000,50.000,50.000,0.000,50.000,0.000,50.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,-0.182,3.508,-0.534,-0.484,4.140,3.788,-0.182,3.508,-0.534,4.302,-0.221,-0.560,-0.765,-0.559,-0.656,-0.533,-0.221,-0.560,-0.765,-0.688,-0.676,0.758,-1.853,-1.759,-0.168,-0.272,-0.676,0.758,-1.853,-0.289,0.000,0.000,0.277,0.166,0.000,0.000,0.000,0.000,0.277,0.000,0.000,0.000,0.000,0.000,0.213,0.128,0.000,0.000,0.000,0.244,2.633,2.367,6.469,4.945,2.754,2.532,2.633,2.367,6.469,2.856,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.081,0.034,0.129,0.105,0.028,0.030,0.081,0.034,0.129,0.027
"2036Y",2.736,1.936,5.766,4.525,2.109,2.027,2.736,1.936,5.766,2.160,3.525,2.883,8.233,6.535,3.697,3.393,3.525,2.883,8.233,3.873,3.348,1.365,4.978,3.719,0.054,0.466,3.348,1.365,4.978,-0.171,20.000,0.000,20.000,20.000,0.000,0.000,20.000,0.000,20.000,0.000,-7.143,-7.143,-7.143,-7.143,-7.143,-7.143,-7.143,-7.143,-7.143,-7.143,0.000,50.000,0.000,0.000,50.000,50.000,0.000,50.000,0.000,50.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,-0.197,4.001,-0.573,-0.524,4.935,4.451,-0.197,4.001,-0.573,5.164,-0.257,-0.577,-0.830,-0.623,-0.738,-0.580,-0.257,-0.577,-0.830,-0.782,-0.677,0.721,-1.874,-1.795,0.006,-0.233,-0.677,0.721,-1.874,-0.075,0.000,0.000,0.304,0.183,0.000,0.000,0.000,0.000,0.304,0.000,0.000,0.000,0.000,0.000,0.235,0.141,0.000,0.000,0.000,0.269,2.748,2.715,7.189,5.439,3.305,2.994,2.748,2.715,7.189,3.450,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.089,0.045,0.154,0.123,0.041,0.042,0.089,0.045,0.154,0.041
"2037Y",2.870,2.302,6.476,5.008,2.615,2.474,2.870,2.302,6.476,2.697,3.717,3.288,9.074,7.157,4.281,3.908,3.717,3.288,9.074,4.496,3.460,1.984,6.036,4.314,0.845,1.169,3.460,1.984,6.036,0.667,20.000,0.000,20.000,20.000,0.000,0.000,20.000,0.000,20.000,0.000,-7.143,-7.143,-7.143,-7.143,-7.143,-7.143,-7.143,-7.143,-7.143,-7.143,0.000,50.000,0.000,0.000,50.000,50.000,0.000,50.000,0.000,50.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,-0.211,4.473,-0.609,-0.561,5.750,5.116,-0.211,4.473,-0.609,6.051,-0.292,-0.595,-0.893,-0.690,-0.824,-0.630,-0.292,-0.595,-0.893,-0.880,-0.676,0.659,-1.895,-1.827,0.161,-0.221,-0.676,0.659,-1.895,0.119,0.000,0.000,0.332,0.199,0.000,0.000,0.000,0.000,0.332,0.000,0.000,0.000,0.000,0.000,0.256,0.154,0.000,0.000,0.000,0.293,2.847,3.050,7.905,5.929,3.869,3.458,2.847,3.050,7.905,4.063,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.096,0.057,0.180,0.141,0.056,0.055,0.096,0.057,0.180,0.056
"2038Y",2.988,2.659,7.195,5.487,3.135,2.927,2.988,2.659,7.195,3.254,3.891,3.696,9.918,7.779,4.895,4.444,3.891,3.696,9.918,5.154,3.545,2.554,7.129,4.885,1.628,1.847,3.545,2.554,7.129,1.503,20.000,0.000,20.000,20.000,0.000,0.000,20.000,0.000,20.000,0.000,-7.143,-7.143,-7.143,-7.143,-7.143,-7.143,-7.143,-7.143,-7.143,-7.143,0.000,50.000,0.000,0.000,50.000,50.000,0.000,50.000,0.000,50.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,-0.223,4.922,-0.643,-0.596,6.577,5.780,-0.223,4.922,-0.643,6.958,-0.325,-0.615,-0.949,-0.759,-0.914,-0.682,-0.325,-0.615,-0.949,-0.982,-0.675,0.581,-1.921,-1.855,0.306,-0.228,-0.675,0.581,-1.921,0.303,0.000,0.000,0.360,0.216,0.000,0.000,0.000,0.000,0.360,0.000,0.000,0.000,0.000,0.000,0.277,0.166,0.000,0.000,0.000,0.318,2.934,3.368,8.615,6.413,4.442,3.922,2.934,3.368,8.615,4.690,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.103,0.070,0.208,0.160,0.072,0.070,0.103,0.070,0.208,0.073
"2039Y",3.091,3.003,7.930,5.962,3.666,3.382,3.091,3.003,7.930,3.825,4.049,4.102,10.760,8.401,5.533,4.995,4.049,4.102,10.760,5.839,3.611,3.073,8.297,5.436,2.396,2.495,3.611,3.073,8.297,2.330,20.000,0.000,20.000,20.000,0.000,0.000,20.000,0.000,20.000,0.000,-7.143,-7.143,-7.143,-7.143,-7.143,-7.143,-7.143,-7.143,-7.143,-7.143,0.000,50.000,0.000,0.000,50.000,50.000,0.000,50.000,0.000,50.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,-0.234,5.346,-0.675,-0.629,7.414,6.438,-0.234,5.346,-0.675,7.880,-0.356,-0.637,-0.991,-0.829,-1.008,-0.735,-0.356,-0.637,-0.991,-1.089,-0.672,0.493,-1.960,-1.879,0.451,-0.248,-0.672,0.493,-1.960,0.485,0.000,0.000,0.387,0.232,0.000,0.000,0.000,0.000,0.387,0.000,0.000,0.000,0.000,0.000,0.299,0.179,0.000,0.000,0.000,0.342,3.010,3.670,9.318,6.892,5.021,4.381,3.010,3.670,9.318,5.327,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.110,0.083,0.236,0.179,0.090,0.085,0.110,0.083,0.236,0.092
"2040Y",3.183,3.333,8.691,6.431,4.203,3.836,3.183,3.333,8.691,4.406,4.190,4.501,11.594,9.020,6.188,5.555,4.190,4.501,11.594,6.547,3.662,3.543,9.605,5.973,3.147,3.113,3.662,3.543,9.605,3.145,20.000,0.000,20.000,20.000,0.000,0.000,20.000,0.000,20.000,0.000,-7.143,-7.143,-7.143,-7.143,-7.143,-7.143,-7.143,-7.143,-7.143,-7.143,0.000,50.000,0.000,0.000,50.000,50.000,0.000,50.000,0.000,50.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,-0.244,5.744,-0.707,-0.660,8.257,7.089,-0.244,5.744,-0.707,8.814,-0.385,-0.660,-1.011,-0.899,-1.107,-0.791,-0.385,-0.660,-1.011,-1.200,-0.669,0.398,-2.023,-1.900,0.601,-0.276,-0.669,0.398,-2.023,0.674,0.000,0.000,0.415,0.249,0.000,0.000,0.000,0.000,0.415,0.000,0.000,0.000,0.000,0.000,0.320,0.192,0.000,0.000,0.000,0.367,3.076,3.954,10.012,7.366,5.605,4.836,3.076,3.954,10.012,5.971,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.115,0.096,0.264,0.198,0.109,0.101,0.115,0.096,0.264,0.112
"2041Y",3.263,3.646,9.440,6.896,4.751,4.285,3.263,3.646,9.440,5.003,4.317,4.890,12.412,9.635,6.855,6.120,4.317,4.890,12.412,7.272,3.701,3.966,10.902,6.499,3.919,3.700,3.701,3.966,10.902,3.992,20.000,0.000,20.000,20.000,0.000,0.000,20.000,0.000,20.000,0.000,-7.143,-7.143,-7.143,-7.143,-7.143,-7.143,-7.143,-7.143,-7.143,-7.143,0.000,50.000,0.000,0.000,50.000,50.000,0.000,50.000,0.000,50.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,-0.252,6.115,-0.739,-0.689,9.102,7.731,-0.252,6.115,-0.739,9.753,-0.411,-0.684,-1.026,-0.968,-1.197,-0.849,-0.411,-0.684,-1.026,-1.300,-0.667,0.300,-2.097,-1.918,0.718,-0.309,-0.667,0.300,-2.097,0.822,0.000,0.000,0.415,0.266,0.000,0.000,0.000,0.000,0.415,0.000,0.000,0.000,0.000,0.000,0.320,0.205,0.000,0.000,0.000,0.367,3.134,4.219,10.660,7.835,6.190,5.284,3.134,4.219,10.660,6.620,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.121,0.109,0.292,0.217,0.129,0.118,0.121,0.109,0.292,0.134
"2042Y",3.334,3.943,10.099,7.356,5.317,4.729,3.334,3.943,10.099,5.623,4.430,5.265,13.197,10.244,7.532,6.686,4.430,5.265,13.197,8.009,3.731,4.346,11.874,7.018,4.746,4.258,3.731,4.346,11.874,4.909,20.000,0.000,20.000,20.000,0.000,0.000,20.000,0.000,20.000,0.000,-7.143,-7.143,-7.143,-7.143,-7.143,-7.143,-7.143,-7.143,-7.143,-7.143,0.000,50.000,0.000,0.000,50.000,50.000,0.000,50.000,0.000,50.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,-0.260,6.461,-0.771,-0.716,9.935,8.362,-0.260,6.461,-0.771,10.682,-0.435,-0.708,-1.071,-1.037,-1.263,-0.909,-0.435,-0.708,-1.071,-1.373,-0.664,0.201,-2.146,-1.932,0.746,-0.342,-0.664,0.201,-2.146,0.865,0.000,0.000,0.415,0.282,0.000,0.000,0.000,0.000,0.415,0.000,0.000,0.000,0.000,0.000,0.320,0.218,0.000,0.000,0.000,0.367,3.185,4.466,11.213,8.298,6.768,5.724,3.185,4.466,11.213,7.263,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.126,0.122,0.320,0.236,0.149,0.135,0.126,0.122,0.320,0.156
"2043Y",3.397,4.221,10.678,7.811,5.887,5.166,3.397,4.221,10.678,6.251,4.531,5.624,13.936,10.847,8.213,7.250,4.531,5.624,13.936,8.754,3.754,4.686,12.600,7.534,5.583,4.789,3.754,4.686,12.600,5.842,20.000,0.000,20.000,20.000,0.000,0.000,20.000,0.000,20.000,0.000,-7.143,-7.143,-7.143,-7.143,-7.143,-7.143,-7.143,-7.143,-7.143,-7.143,0.000,50.000,0.000,0.000,50.000,50.000,0.000,50.000,0.000,50.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,-0.267,6.782,-0.802,-0.741,10.744,8.982,-0.267,6.782,-0.802,11.586,-0.457,-0.733,-1.136,-1.104,-1.314,-0.970,-0.457,-0.733,-1.136,-1.427,-0.661,0.105,-2.178,-1.945,0.708,-0.373,-0.661,0.105,-2.178,0.831,0.000,0.000,0.415,0.299,0.000,0.000,0.000,0.000,0.415,0.000,0.000,0.000,0.000,0.000,0.320,0.230,0.000,0.000,0.000,0.367,3.229,4.695,11.688,8.756,7.331,6.156,3.229,4.695,11.688,7.890,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.130,0.134,0.346,0.256,0.171,0.152,0.130,0.134,0.346,0.179
"2044Y",3.452,4.482,11.187,8.263,6.452,5.595,3.452,4.482,11.187,6.876,4.620,5.966,14.621,11.442,8.893,7.810,4.620,5.966,14.621,9.500,3.772,4.989,13.145,8.051,6.399,5.295,3.772,4.989,13.145,6.756,20.000,0.000,20.000,20.000,0.000,0.000,20.000,0.000,20.000,0.000,-7.143,-7.143,-7.143,-7.143,-7.143,-7.143,-7.143,-7.143,-7.143,-7.143,0.000,50.000,0.000,0.000,50.000,50.000,0.000,50.000,0.000,50.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,-0.273,7.078,-0.830,-0.764,11.520,9.591,-0.273,7.078,-0.830,12.455,-0.477,-0.758,-1.210,-1.168,-1.355,-1.032,-0.477,-0.758,-1.210,-1.470,-0.658,0.010,-2.196,-1.955,0.626,-0.399,-0.658,0.010,-2.196,0.745,0.000,0.000,0.415,0.315,0.000,0.000,0.000,0.000,0.415,0.000,0.000,0.000,0.000,0.000,0.320,0.243,0.000,0.000,0.000,0.367,3.268,4.907,12.096,9.208,7.872,6.580,3.268,4.907,12.096,8.494,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.134,0.147,0.371,0.275,0.193,0.170,0.134,0.147,0.371,0.203
"2045Y",3.500,4.726,11.634,8.711,7.005,6.016,3.500,4.726,11.634,7.488,4.700,6.291,15.250,12.029,9.565,8.364,4.700,6.291,15.250,10.241,3.786,5.259,13.555,8.574,7.175,5.778,3.786,5.259,13.555,7.627,20.000,0.000,20.000,20.000,0.000,0.000,20.000,0.000,20.000,0.000,-7.143,-7.143,-7.143,-7.143,-7.143,-7.143,-7.143,-7.143,-7.143,-7.143,0.000,50.000,0.000,0.000,50.000,50.000,0.000,50.000,0.000,50.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,-0.278,7.350,-0.857,-0.785,12.258,10.188,-0.278,7.350,-0.857,13.282,-0.495,-0.783,-1.288,-1.230,-1.392,-1.095,-0.495,-0.783,-1.288,-1.507,-0.655,-0.080,-2.206,-1.963,0.514,-0.418,-0.655,-0.080,-2.206,0.624,0.000,0.000,0.415,0.332,0.000,0.000,0.000,0.000,0.415,0.000,0.000,0.000,0.000,0.000,0.320,0.256,0.000,0.000,0.000,0.367,3.302,5.102,12.448,9.655,8.388,6.995,3.302,5.102,12.448,9.070,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.137,0.158,0.395,0.294,0.214,0.187,0.137,0.158,0.395,0.227
"2046Y",3.542,4.952,12.027,9.157,7.540,6.428,3.542,4.952,12.027,8.081,4.770,6.596,15.823,12.608,10.226,8.910,4.770,6.596,15.823,10.970,3.797,5.498,13.865,9.109,7.902,6.242,3.797,5.498,13.865,8.443,20.000,0.000,20.000,20.000,0.000,0.000,20.000,0.000,20.000,0.000,-7.143,-7.143,-7.143,-7.143,-7.143,-7.143,-7.143,-7.143,-7.143,-7.143,0.000,50.000,0.000,0.000,50.000,50.000,0.000,50.000,0.000,50.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,-0.283,7.601,-0.882,-0.805,12.955,10.775,-0.283,7.601,-0.882,14.064,-0.511,-0.807,-1.365,-1.287,-1.425,-1.160,-0.511,-0.807,-1.365,-1.541,-0.653,-0.166,-2.210,-1.971,0.383,-0.429,-0.653,-0.166,-2.210,0.480,0.000,0.000,0.415,0.349,0.000,0.000,0.000,0.000,0.415,0.000,0.000,0.000,0.000,0.000,0.320,0.269,0.000,0.000,0.000,0.367,3.331,5.282,12.753,10.097,8.874,7.402,3.331,5.282,12.753,9.614,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.140,0.170,0.417,0.313,0.236,0.205,0.140,0.170,0.417,0.251
"2047Y",3.579,5.161,12.373,9.603,8.052,6.830,3.579,5.161,12.373,8.651,4.833,6.883,16.341,13.177,10.869,9.447,4.833,6.883,16.341,11.682,3.805,5.711,14.099,9.666,8.574,6.687,3.805,5.711,14.099,9.198,20.000,0.000,20.000,20.000,0.000,0.000,20.000,0.000,20.000,0.000,-7.143,-7.143,-7.143,-7.143,-7.143,-7.143,-7.143,-7.143,-7.143,-7.143,0.000,50.000,0.000,0.000,50.000,50.000,0.000,50.000,0.000,50.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,-0.287,7.831,-0.904,-0.823,13.609,11.351,-0.287,7.831,-0.904,14.798,-0.525,-0.830,-1.441,-1.340,-1.457,-1.226,-0.525,-0.830,-1.441,-1.574,-0.651,-0.247,-2.210,-1.980,0.240,-0.430,-0.651,-0.247,-2.210,0.323,0.000,0.000,0.415,0.365,0.000,0.000,0.000,0.000,0.415,0.000,0.000,0.000,0.000,0.000,0.320,0.282,0.000,0.000,0.000,0.367,3.358,5.447,13.017,10.534,9.332,7.802,3.358,5.447,13.017,10.125,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.143,0.180,0.437,0.332,0.258,0.222,0.143,0.180,0.437,0.274
"2048Y",3.612,5.355,12.676,10.050,8.541,7.224,3.612,5.355,12.676,9.194,4.888,7.151,16.807,13.735,11.491,9.975,4.888,7.151,16.807,12.372,3.811,5.899,14.276,10.257,9.189,7.116,3.811,5.899,14.276,9.890,20.000,0.000,20.000,20.000,0.000,0.000,20.000,0.000,20.000,0.000,-7.143,-7.143,-7.143,-7.143,-7.143,-7.143,-7.143,-7.143,-7.143,-7.143,0.000,50.000,0.000,0.000,50.000,50.000,0.000,50.000,0.000,50.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,-0.291,8.041,-0.924,-0.840,14.220,11.918,-0.291,8.041,-0.924,15.483,-0.537,-0.853,-1.512,-1.384,-1.488,-1.293,-0.537,-0.853,-1.512,-1.606,-0.649,-0.324,-2.208,-1.993,0.092,-0.418,-0.649,-0.324,-2.208,0.160,0.000,0.000,0.415,0.382,0.000,0.000,0.000,0.000,0.415,0.000,0.000,0.000,0.000,0.000,0.320,0.294,0.000,0.000,0.000,0.367,3.380,5.598,13.246,10.965,9.759,8.194,3.380,5.598,13.246,10.603,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.146,0.191,0.455,0.351,0.279,0.239,0.146,0.191,0.455,0.298
"2049Y",3.641,5.534,12.943,10.504,9.003,7.609,3.641,5.534,12.943,9.710,4.937,7.401,17.224,14.283,12.089,10.492,4.937,7.401,17.224,13.035,3.816,6.066,14.410,10.908,9.749,7.531,3.816,6.066,14.410,10.520,20.000,0.000,20.000,20.000,0.000,0.000,20.000,0.000,20.000,0.000,-7.143,-7.143,-7.143,-7.143,-7.143,-7.143,-7.143,-7.143,-7.143,-7.143,0.000,50.000,0.000,0.000,50.000,50.000,0.000,50.000,0.000,50.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,-0.294,8.232,-0.941,-0.856,14.787,12.475,-0.294,8.232,-0.941,16.120,-0.549,-0.875,-1.578,-1.418,-1.518,-1.361,-0.549,-0.875,-1.578,-1.638,-0.647,-0.395,-2.204,-2.014,-0.057,-0.392,-0.647,-0.395,-2.204,-0.005,0.000,0.000,0.415,0.398,0.000,0.000,0.000,0.000,0.415,0.000,0.000,0.000,0.000,0.000,0.320,0.307,0.000,0.000,0.000,0.367,3.400,5.735,13.445,11.390,10.156,8.579,3.400,5.735,13.445,11.047,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.148,0.200,0.471,0.370,0.300,0.256,0.148,0.200,0.471,0.321
"2050Y",3.666,5.698,13.177,10.972,9.438,7.985,3.666,5.698,13.177,10.195,4.980,7.633,17.598,14.818,12.660,10.998,4.980,7.633,17.598,13.670,3.820,6.213,14.512,11.653,10.255,7.932,3.820,6.213,14.512,11.089,20.000,0.000,20.000,20.000,0.000,0.000,20.000,0.000,20.000,0.000,-7.143,-7.143,-7.143,-7.143,-7.143,-7.143,-7.143,-7.143,-7.143,-7.143,0.000,50.000,0.000,0.000,50.000,50.000,0.000,50.000,0.000,50.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,-0.297,8.407,-0.957,-0.872,15.312,13.024,-0.297,8.407,-0.957,16.711,-0.558,-0.895,-1.638,-1.436,-1.549,-1.431,-0.558,-0.895,-1.638,-1.670,-0.645,-0.461,-2.200,-2.051,-0.204,-0.350,-0.645,-0.461,-2.200,-0.167,0.000,0.000,0.415,0.415,0.000,0.000,0.000,0.000,0.415,0.000,0.000,0.000,0.000,0.000,0.320,0.320,0.000,0.000,0.000,0.367,3.418,5.861,13.619,11.810,10.524,8.958,3.418,5.861,13.619,11.459,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.150,0.209,0.486,0.389,0.320,0.273,0.150,0.209,0.486,0.343